background_condition,correct_word_list,correct_word_mean,correct_word_sem,snr,tag_expt,tag_model,correct_spkr_list,correct_spkr_mean,correct_spkr_sem
1.0,"[0.5, 0.7857142857142857, 0.2, 0.6, 0.6153846153846154, 0.9333333333333332, 0.8571428571428571, 0.5333333333333333, 0.7857142857142857, 0.4285714285714285, 0.7142857142857143, 0.7142857142857143, 0.5333333333333333, 0.4166666666666667, 0.4666666666666667, 0.7272727272727273, 0.6, 0.6428571428571429, 0.5714285714285714, 0.4666666666666667, 0.4666666666666667, 0.6428571428571429, 0.6666666666666666, 0.8666666666666667, 0.7, 0.5, 0.5, 0.4285714285714285, 0.5, 0.6, 0.4, 0.5, 0.6, 0.7333333333333333, 0.7333333333333333, 0.3636363636363636, 0.5714285714285714, 0.5333333333333333, 0.3, 0.5555555555555556, 0.6, 0.5714285714285714, 0.4285714285714285, 0.6428571428571429]",0.5794900806264442,0.022824083088540364,3.0,kell_like,human,,,
1.0,"[0.8, 1.0, 0.8571428571428571, 0.6428571428571429, 0.8333333333333334, 0.7142857142857143, 0.8461538461538461, 0.7333333333333333, 0.7142857142857143, 0.7857142857142857, 1.0, 0.9333333333333332, 1.0, 0.5, 0.8571428571428571, 0.6666666666666666, 0.7333333333333333, 0.7857142857142857, 0.7857142857142857, 0.9, 1.0, 0.9166666666666666, 0.7333333333333333, 0.8666666666666667, 0.7333333333333333, 0.9285714285714286, 0.8666666666666667, 0.6, 0.7142857142857143, 0.7142857142857143, 1.0, 0.8571428571428571, 1.0, 0.7142857142857143, 0.6666666666666666, 0.9285714285714286, 0.9333333333333332, 0.7857142857142857, 0.9333333333333332, 0.8666666666666667, 0.8571428571428571, 0.8571428571428571, 0.4666666666666667, 0.8666666666666667]",0.8158216783216783,0.019683358761233834,inf,kell_like,human,,,
2.0,"[0.1428571428571428, 0.2666666666666666, 0.25, 0.4285714285714285, 0.2666666666666666, 0.3571428571428571, 0.5714285714285714, 0.2, 0.2666666666666666, 0.5, 0.3333333333333333, 0.3333333333333333, 0.4, 0.5, 0.4, 0.3571428571428571, 0.1428571428571428, 0.6428571428571429, 0.25, 0.2857142857142857, 0.5, 0.4285714285714285, 0.2857142857142857, 0.4666666666666667, 0.25, 0.2857142857142857, 0.1333333333333333, 0.6, 0.375, 0.4285714285714285, 0.4666666666666667, 0.3333333333333333, 0.4, 0.3333333333333333, 0.2666666666666666, 0.4444444444444444, 0.3571428571428571, 0.5714285714285714, 0.2, 0.3333333333333333, 0.4444444444444444, 0.3571428571428571, 0.4285714285714285, 0.2666666666666666]",0.3602723665223665,0.0184427878391583,-9.0,kell_like,human,,,
2.0,"[0.6666666666666666, 0.2666666666666666, 0.5384615384615384, 0.2857142857142857, 0.4666666666666667, 0.3333333333333333, 0.5714285714285714, 0.5333333333333333, 0.5333333333333333, 0.2142857142857142, 0.5, 0.6, 0.4166666666666667, 0.3076923076923077, 0.6428571428571429, 0.3076923076923077, 0.2666666666666666, 0.5333333333333333, 0.4285714285714285, 0.4, 0.2857142857142857, 0.4285714285714285, 0.0, 0.3333333333333333, 0.4, 0.2727272727272727, 0.6, 0.5333333333333333, 0.375, 0.2666666666666666, 0.2857142857142857, 0.4, 0.5, 0.5333333333333333, 0.2857142857142857, 0.4285714285714285, 0.2666666666666666, 0.4666666666666667, 0.5714285714285714, 0.4285714285714285, 0.4666666666666667, 1.0, 0.5, 0.6363636363636364]",0.43360030121393756,0.024660434025539215,-6.0,kell_like,human,,,
2.0,"[0.2142857142857142, 0.6666666666666666, 0.4545454545454545, 0.4, 0.5333333333333333, 0.6428571428571429, 0.4666666666666667, 0.8666666666666667, 0.5, 0.6666666666666666, 0.7142857142857143, 0.5714285714285714, 0.6666666666666666, 0.7142857142857143, 0.6, 0.7142857142857143, 0.8, 0.5714285714285714, 0.2, 0.8181818181818182, 0.4, 0.5, 0.6428571428571429, 0.6923076923076923, 0.5, 0.5454545454545454, 0.7333333333333333, 0.6666666666666666, 0.9285714285714286, 0.4666666666666667, 0.5, 0.5, 0.7, 0.6428571428571429, 0.6428571428571429, 0.4285714285714285, 0.5333333333333333, 0.6666666666666666, 0.7333333333333333, 0.6428571428571429, 0.125, 1.0, 0.5, 0.5]",0.590308744286017,0.026525393018753767,-3.0,kell_like,human,,,
2.0,"[0.75, 0.6428571428571429, 0.6666666666666666, 0.5333333333333333, 0.6666666666666666, 0.8, 0.7857142857142857, 0.5714285714285714, 0.6428571428571429, 0.5, 0.7777777777777778, 0.7142857142857143, 0.7333333333333333, 0.4, 0.4285714285714285, 0.0, 0.7142857142857143, 0.9285714285714286, 0.6, 0.5714285714285714, 0.5714285714285714, 0.8, 0.9090909090909092, 0.4, 0.7333333333333333, 0.8666666666666667, 0.6153846153846154, 0.7857142857142857, 0.6666666666666666, 0.7333333333333333, 0.5333333333333333, 0.8, 0.6428571428571429, 0.6153846153846154, 0.6428571428571429, 0.8571428571428571, 0.7857142857142857, 0.4285714285714285, 0.5333333333333333, 0.8333333333333334, 0.7857142857142857, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",0.6713424202060566,0.026281374052500656,0.0,kell_like,human,,,
2.0,"[0.5, 0.7142857142857143, 0.4666666666666667, 0.9333333333333332, 0.6363636363636364, 0.8666666666666667, 0.8571428571428571, 0.8571428571428571, 0.8, 0.7142857142857143, 0.7142857142857143, 0.8666666666666667, 0.5333333333333333, 0.6923076923076923, 0.9285714285714286, 0.7, 0.6428571428571429, 0.7333333333333333, 0.9285714285714286, 0.7333333333333333, 0.4666666666666667, 0.8666666666666667, 0.7142857142857143, 0.6, 0.7777777777777778, 0.8, 0.75, 0.9230769230769232, 0.5, 1.0, 0.8571428571428571, 0.875, 0.5714285714285714, 0.8, 0.6428571428571429, 0.9, 0.9285714285714286, 0.7857142857142857, 0.4545454545454545, 0.8333333333333334, 0.8571428571428571, 0.7692307692307693, 0.7857142857142857, 0.5714285714285714]",0.7465847914711552,0.022023167869037283,3.0,kell_like,human,,,
2.0,"[0.8, 1.0, 0.8571428571428571, 0.6428571428571429, 0.8333333333333334, 0.7142857142857143, 0.8461538461538461, 0.7333333333333333, 0.7142857142857143, 0.7857142857142857, 1.0, 0.9333333333333332, 1.0, 0.5, 0.8571428571428571, 0.6666666666666666, 0.7333333333333333, 0.7857142857142857, 0.7857142857142857, 0.9, 1.0, 0.9166666666666666, 0.7333333333333333, 0.8666666666666667, 0.7333333333333333, 0.9285714285714286, 0.8666666666666667, 0.6, 0.7142857142857143, 0.7142857142857143, 1.0, 0.8571428571428571, 1.0, 0.7142857142857143, 0.6666666666666666, 0.9285714285714286, 0.9333333333333332, 0.7857142857142857, 0.9333333333333332, 0.8666666666666667, 0.8571428571428571, 0.8571428571428571, 0.4666666666666667, 0.8666666666666667]",0.8158216783216783,0.019683358761233834,inf,kell_like,human,,,
3.0,"[0.0, 0.0, 0.0, 0.0666666666666666, 0.0, 0.0, 0.1428571428571428, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0666666666666666, 0.1333333333333333, 0.0714285714285714, 0.1428571428571428, 0.0, 0.0, 0.0666666666666666, 0.0714285714285714, 0.0666666666666666, 0.0, 0.0909090909090909, 0.0714285714285714, 0.0, 0.0666666666666666, 0.1, 0.0, 0.0714285714285714, 0.0, 0.0714285714285714, 0.0, 0.0666666666666666, 0.0909090909090909, 0.0666666666666666, 0.0714285714285714, 0.0, 0.0, 0.1, 0.0, 0.0714285714285714, 0.0]",0.04774695001967728,0.009555380015873282,-9.0,kell_like,human,,,
3.0,"[0.2727272727272727, 0.0, 0.2307692307692307, 0.2, 0.2142857142857142, 0.2857142857142857, 0.3333333333333333, 0.2, 0.3571428571428571, 0.2142857142857142, 0.0714285714285714, 0.3333333333333333, 0.0, 0.0666666666666666, 0.3333333333333333, 0.1, 0.1333333333333333, 0.3333333333333333, 0.0714285714285714, 0.1428571428571428, 0.1428571428571428, 0.2, 0.0, 0.25, 0.0714285714285714, 0.0, 0.1428571428571428, 0.3333333333333333, 0.1111111111111111, 0.0714285714285714, 0.2, 0.2666666666666666, 0.1428571428571428, 0.1428571428571428, 0.1333333333333333, 0.3333333333333333, 0.2, 0.3571428571428571, 0.2142857142857142, 0.1428571428571428, 0.0714285714285714, 0.2, 0.4, 0.2142857142857142]",0.18718264059173145,0.016530169828994724,-6.0,kell_like,human,,,
3.0,"[0.4666666666666667, 0.5, 0.0833333333333333, 0.3333333333333333, 0.4666666666666667, 0.3571428571428571, 0.4, 0.3571428571428571, 0.5, 0.5714285714285714, 0.4285714285714285, 0.3571428571428571, 0.6, 0.4666666666666667, 0.4285714285714285, 0.1333333333333333, 0.5, 0.4, 0.3636363636363636, 0.25, 0.6428571428571429, 0.2142857142857142, 0.6428571428571429, 0.6428571428571429, 0.3, 0.3333333333333333, 0.4, 0.5333333333333333, 0.3571428571428571, 0.7142857142857143, 0.2666666666666666, 0.3333333333333333, 0.375, 0.7333333333333333, 0.6428571428571429, 0.3333333333333333, 0.4, 0.1428571428571428, 0.3571428571428571, 0.5333333333333333, 0.0, 0.5, 0.2857142857142857, 0.5]",0.41245818575364024,0.0244725987534875,-3.0,kell_like,human,,,
3.0,"[0.75, 0.5, 0.5, 0.7857142857142857, 0.6, 0.6428571428571429, 0.7333333333333333, 0.6, 0.6428571428571429, 0.625, 0.7142857142857143, 0.7142857142857143, 0.5333333333333333, 0.3333333333333333, 0.6666666666666666, 0.75, 0.5, 0.6, 0.5, 0.3571428571428571, 0.7857142857142857, 0.5714285714285714, 0.8, 0.5714285714285714, 0.7142857142857143, 0.6, 0.6363636363636364, 0.9285714285714286, 0.7142857142857143, 0.6666666666666666, 0.5714285714285714, 0.8, 0.6, 0.75, 0.5, 0.8, 0.7857142857142857, 0.6, 0.4285714285714285, 0.1666666666666666, 0.5714285714285714, 0.9285714285714286, 0.8, 0.7857142857142857]",0.6392193034238489,0.02302674609962312,0.0,kell_like,human,,,
3.0,"[0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.7333333333333333, 0.5555555555555556, 0.8571428571428571, 0.8, 0.7142857142857143, 0.7142857142857143, 0.5714285714285714, 0.7333333333333333, 0.6666666666666666, 0.7857142857142857, 0.7272727272727273, 0.9333333333333332, 0.9, 0.6666666666666666, 0.6666666666666666, 0.8, 0.6428571428571429, 0.6, 0.7142857142857143, 0.8, 0.6, 0.7272727272727273, 0.9285714285714286, 1.0, 0.9285714285714286, 0.5555555555555556, 0.7142857142857143, 0.9333333333333332, 0.9, 0.5714285714285714, 0.8666666666666667, 0.7333333333333333, 0.7692307692307693, 0.7857142857142857, 0.6666666666666666, 0.8, 0.7, 0.9285714285714286, 0.6666666666666666, 0.7142857142857143, 0.6666666666666666]",0.7419184351002532,0.017801806417850927,3.0,kell_like,human,,,
3.0,"[0.8, 1.0, 0.8571428571428571, 0.6428571428571429, 0.8333333333333334, 0.7142857142857143, 0.8461538461538461, 0.7333333333333333, 0.7142857142857143, 0.7857142857142857, 1.0, 0.9333333333333332, 1.0, 0.5, 0.8571428571428571, 0.6666666666666666, 0.7333333333333333, 0.7857142857142857, 0.7857142857142857, 0.9, 1.0, 0.9166666666666666, 0.7333333333333333, 0.8666666666666667, 0.7333333333333333, 0.9285714285714286, 0.8666666666666667, 0.6, 0.7142857142857143, 0.7142857142857143, 1.0, 0.8571428571428571, 1.0, 0.7142857142857143, 0.6666666666666666, 0.9285714285714286, 0.9333333333333332, 0.7857142857142857, 0.9333333333333332, 0.8666666666666667, 0.8571428571428571, 0.8571428571428571, 0.4666666666666667, 0.8666666666666667]",0.8158216783216783,0.019683358761233834,inf,kell_like,human,,,
4.0,"[0.5, 0.2857142857142857, 0.2, 0.4666666666666667, 0.2142857142857142, 0.2142857142857142, 0.3571428571428571, 0.0714285714285714, 0.3571428571428571, 0.0, 0.4444444444444444, 0.2666666666666666, 0.25, 0.4, 0.5333333333333333, 0.1333333333333333, 0.2857142857142857, 0.4, 0.1111111111111111, 0.0714285714285714, 0.4285714285714285, 0.2857142857142857, 0.2142857142857142, 0.4, 0.4166666666666667, 0.4666666666666667, 0.1428571428571428, 0.3571428571428571, 0.4285714285714285, 0.3333333333333333, 0.4, 0.2, 0.2857142857142857, 0.2142857142857142, 0.2857142857142857, 0.5, 0.4, 0.3571428571428571, 0.25, 0.2857142857142857, 0.6666666666666666, 0.3571428571428571, 0.4, 0.3333333333333333]",0.317550505050505,0.020515819967101053,-9.0,kell_like,human,,,
4.0,"[0.25, 0.4285714285714285, 0.5833333333333334, 0.2857142857142857, 0.1333333333333333, 0.3571428571428571, 0.4666666666666667, 0.4666666666666667, 0.7333333333333333, 0.5, 0.2, 0.6666666666666666, 0.2222222222222222, 0.5333333333333333, 0.2142857142857142, 0.2, 0.4285714285714285, 0.3571428571428571, 0.4666666666666667, 0.6428571428571429, 0.3333333333333333, 0.5, 0.5714285714285714, 0.5, 0.1333333333333333, 0.25, 0.6428571428571429, 0.6428571428571429, 0.5454545454545454, 0.4666666666666667, 0.3571428571428571, 0.3571428571428571, 0.3333333333333333, 0.5714285714285714, 0.4666666666666667, 0.4666666666666667, 0.3333333333333333, 0.5, 0.2666666666666666, 0.4666666666666667, 0.2142857142857142, 0.4285714285714285, 0.6, 0.625]",0.4252123507805326,0.02351312421099576,-6.0,kell_like,human,,,
4.0,"[0.5714285714285714, 0.6428571428571429, 0.3636363636363636, 0.5333333333333333, 0.6, 0.4666666666666667, 0.6428571428571429, 0.6428571428571429, 0.5, 0.6666666666666666, 0.5333333333333333, 0.4285714285714285, 0.6666666666666666, 0.5714285714285714, 0.3076923076923077, 0.3333333333333333, 0.7142857142857143, 0.625, 0.4166666666666667, 0.4, 0.4666666666666667, 0.5333333333333333, 0.5333333333333333, 0.6666666666666666, 0.4545454545454545, 0.7272727272727273, 0.5333333333333333, 0.7142857142857143, 0.6, 0.5714285714285714, 0.5333333333333333, 0.5, 0.9, 0.5714285714285714, 0.6, 0.6428571428571429, 0.4666666666666667, 0.6, 0.4285714285714285, 0.7142857142857143, 0.375, 0.0, 0.2142857142857142, 0.5]",0.5335130778312597,0.02311403097660663,-3.0,kell_like,human,,,
4.0,"[0.75, 0.6, 0.7857142857142857, 0.6, 0.5, 0.9285714285714286, 0.7333333333333333, 0.6, 0.6, 0.7777777777777778, 0.8333333333333334, 0.6666666666666666, 0.5333333333333333, 0.8333333333333334, 0.5, 0.0, 0.6666666666666666, 0.5714285714285714, 0.5, 0.6666666666666666, 0.8571428571428571, 0.7857142857142857, 0.7272727272727273, 0.3333333333333333, 0.7333333333333333, 0.6923076923076923, 0.3846153846153846, 0.8571428571428571, 0.6666666666666666, 0.5, 0.6428571428571429, 0.7142857142857143, 0.6, 0.9, 0.7142857142857143, 0.6, 0.8, 0.9285714285714286, 0.4, 0.25, 0.6666666666666666, 0.7142857142857143, 1.0, 0.5]",0.6503478844387935,0.02887404598309782,0.0,kell_like,human,,,
4.0,"[0.3333333333333333, 0.9333333333333332, 0.6428571428571429, 0.7857142857142857, 0.75, 0.8571428571428571, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 0.9285714285714286, 0.7333333333333333, 0.8666666666666667, 0.6428571428571429, 0.8333333333333334, 0.6666666666666666, 0.6666666666666666, 0.7857142857142857, 0.6, 0.6428571428571429, 0.7333333333333333, 0.7142857142857143, 0.7142857142857143, 0.7333333333333333, 0.4285714285714285, 0.6, 0.7333333333333333, 0.8571428571428571, 0.7692307692307693, 0.1666666666666666, 0.6666666666666666, 0.8, 0.8888888888888888, 0.8571428571428571, 0.5714285714285714, 0.8, 0.6, 0.5, 0.7333333333333333, 0.8888888888888888, 0.6923076923076923, 0.6, 0.9230769230769232, 0.7333333333333333, 0.9285714285714286]",0.7179223554223554,0.02414303810506431,3.0,kell_like,human,,,
4.0,"[0.8, 1.0, 0.8571428571428571, 0.6428571428571429, 0.8333333333333334, 0.7142857142857143, 0.8461538461538461, 0.7333333333333333, 0.7142857142857143, 0.7857142857142857, 1.0, 0.9333333333333332, 1.0, 0.5, 0.8571428571428571, 0.6666666666666666, 0.7333333333333333, 0.7857142857142857, 0.7857142857142857, 0.9, 1.0, 0.9166666666666666, 0.7333333333333333, 0.8666666666666667, 0.7333333333333333, 0.9285714285714286, 0.8666666666666667, 0.6, 0.7142857142857143, 0.7142857142857143, 1.0, 0.8571428571428571, 1.0, 0.7142857142857143, 0.6666666666666666, 0.9285714285714286, 0.9333333333333332, 0.7857142857142857, 0.9333333333333332, 0.8666666666666667, 0.8571428571428571, 0.8571428571428571, 0.4666666666666667, 0.8666666666666667]",0.8158216783216783,0.019683358761233834,inf,kell_like,human,,,
0.0,"[0.005319148936170213, 0.007978723404255319, 0.010638297872340425, 0.018617021276595744, 0.015957446808510637, 0.015957446808510637, 0.005319148936170213, 0.005319148936170213, 0.010638297872340425, 0.010638297872340425]",0.010638297872340425,0.0015355060350787915,-21.0,kell_like,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[0.031914893617021274, 0.013297872340425532, 0.015957446808510637, 0.010638297872340425, 0.015957446808510637, 0.02127659574468085, 0.015957446808510637, 0.010638297872340425, 0.023936170212765957, 0.013297872340425532]",0.01728723404255319,0.002107245447518566
0.0,"[0.023936170212765957, 0.023936170212765957, 0.018617021276595744, 0.023936170212765957, 0.02925531914893617, 0.023936170212765957, 0.023936170212765957, 0.015957446808510637, 0.015957446808510637, 0.023936170212765957]",0.02234042553191489,0.0013268288605581353,-18.0,kell_like,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[0.05053191489361702, 0.06914893617021277, 0.0398936170212766, 0.061170212765957445, 0.05319148936170213, 0.04521276595744681, 0.0398936170212766, 0.0425531914893617, 0.05851063829787234, 0.04521276595744681]",0.050531914893617025,0.003121776039301243
0.0,"[0.047872340425531915, 0.034574468085106384, 0.03723404255319149, 0.0425531914893617, 0.047872340425531915, 0.05851063829787234, 0.034574468085106384, 0.05851063829787234, 0.05851063829787234, 0.047872340425531915]",0.04680851063829787,0.003024596118658153,-15.0,kell_like,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[0.1356382978723404, 0.13829787234042554, 0.1196808510638298, 0.11702127659574468, 0.12234042553191489, 0.10904255319148937, 0.10638297872340426, 0.10904255319148937, 0.1196808510638298, 0.14627659574468085]",0.12234042553191489,0.004288434972499227
0.0,"[0.09840425531914894, 0.10904255319148937, 0.09574468085106383, 0.11170212765957446, 0.11436170212765957, 0.09574468085106383, 0.10106382978723404, 0.10904255319148937, 0.10638297872340426, 0.11170212765957446]",0.1053191489361702,0.0022145382973043966,-12.0,kell_like,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[0.31117021276595747, 0.2925531914893617, 0.2925531914893617, 0.2632978723404255, 0.29521276595744683, 0.2978723404255319, 0.2765957446808511, 0.26595744680851063, 0.28191489361702127, 0.2845744680851064]",0.28617021276595744,0.004677626226337916
0.0,"[0.20212765957446807, 0.22340425531914893, 0.2127659574468085, 0.2074468085106383, 0.22872340425531915, 0.20212765957446807, 0.19680851063829788, 0.19148936170212766, 0.19946808510638298, 0.19946808510638298]",0.20638297872340425,0.003765383081843138,-9.0,kell_like,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[0.48138297872340424, 0.4734042553191489, 0.4920212765957447, 0.5026595744680851, 0.5026595744680851, 0.47606382978723405, 0.48138297872340424, 0.44148936170212766, 0.48936170212765956, 0.5026595744680851]",0.48430851063829783,0.005899887635452068
